concept_id,concept_code,concept_name,vocabulary_id,cluster
35207715,I30.0,Acute nonspecific idiopathic pericarditis,ICD10CM,pericarditis
35207716,I30.1,Infective pericarditis,ICD10CM,pericarditis
35207717,I30.8,Other forms of acute pericarditis,ICD10CM,pericarditis
35207718,I30.9,"Acute pericarditis, unspecified",ICD10CM,pericarditis
35207724,I31.9,"Disease of pericardium, unspecified",ICD10CM,pericarditis
45581156,B33.22,Viral myocarditis,ICD10CM,myocarditis
1569160,I40,Acute myocarditis,ICD10CM,myocarditis
35207750,I40.0,Infective myocarditis,ICD10CM,myocarditis
35207751,I40.1,Isolated myocarditis,ICD10CM,myocarditis
35207752,I40.8,Other acute myocarditis,ICD10CM,myocarditis
35207753,I40.9,"Acute myocarditis, unspecified",ICD10CM,myocarditis
35207798,I51.4,"Myocarditis, unspecified",ICD10CM,myocarditis
45601038,I50.30,Unspecified diastolic (congestive) heart failure,ICD10CM,heart_failure
1326609,I50.89,Other heart failure,ICD10CM,heart_failure
45576878,I50.22,Chronic systolic (congestive) heart failure,ICD10CM,heart_failure
45543182,I50.21,Acute systolic (congestive) heart failure,ICD10CM,heart_failure
45533456,I50.32,Chronic diastolic (congestive) heart failure,ICD10CM,heart_failure
45591469,I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure,ICD10CM,heart_failure
1326605,I50.814,Right heart failure due to left heart failure,ICD10CM,heart_failure
1326601,I50.810,"Right heart failure, unspecified",ICD10CM,heart_failure
1326607,I50.83,High output heart failure,ICD10CM,heart_failure
35207793,I50.9,"Heart failure, unspecified",ICD10CM,heart_failure
45567181,I50.43,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,ICD10CM,heart_failure
1326608,I50.84,End stage heart failure,ICD10CM,heart_failure
45562355,I50.33,Acute on chronic diastolic (congestive) heart failure,ICD10CM,heart_failure
1326602,I50.811,Acute right heart failure,ICD10CM,heart_failure
35207792,I50.1,"Left ventricular failure, unspecified",ICD10CM,heart_failure
45567180,I50.23,Acute on chronic systolic (congestive) heart failure,ICD10CM,heart_failure
45533457,I50.40,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,ICD10CM,heart_failure
1326606,I50.82,Biventricular heart failure,ICD10CM,heart_failure
45557612,I97.131,Postprocedural heart failure following other surgery,ICD10CM,heart_failure
1326604,I50.813,Acute on chronic right heart failure,ICD10CM,heart_failure
45586587,I50.20,Unspecified systolic (congestive) heart failure,ICD10CM,heart_failure
45586588,I50.42,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,ICD10CM,heart_failure
45539118,O29.129,"Cardiac failure due to anesthesia during pregnancy, unspecified trimester",ICD10CM,heart_failure
45548022,I50.31,Acute diastolic (congestive) heart failure,ICD10CM,heart_failure
1326603,I50.812,Chronic right heart failure,ICD10CM,heart_failure
45595583,A36.81,Diphtheritic cardiomyopathy,ICD10CM,cardiomyopathy
45590849,B33.24,Viral cardiomyopathy,ICD10CM,cardiomyopathy
35207704,I25.5,Ischemic cardiomyopathy,ICD10CM,cardiomyopathy
1569161,I42,Cardiomyopathy,ICD10CM,cardiomyopathy
35207755,I42.0,Dilated cardiomyopathy,ICD10CM,cardiomyopathy
35207756,I42.1,Obstructive hypertrophic cardiomyopathy,ICD10CM,cardiomyopathy
35207757,I42.2,Other hypertrophic cardiomyopathy,ICD10CM,cardiomyopathy
35207760,I42.5,Other restrictive cardiomyopathy,ICD10CM,cardiomyopathy
35207761,I42.6,Alcoholic cardiomyopathy,ICD10CM,cardiomyopathy
35207762,I42.7,Cardiomyopathy due to drug and external agent,ICD10CM,cardiomyopathy
35207764,I42.9,"Cardiomyopathy, unspecified",ICD10CM,cardiomyopathy
35207765,I43,Cardiomyopathy in diseases classified elsewhere,ICD10CM,cardiomyopathy
35210386,O90.3,Peripartum cardiomyopathy,ICD10CM,cardiomyopathy
44782428,1.01E+14,Congestive heart failure due to cardiomyopathy,SNOMED,cardiomyopathy
46269894,1.09E+15,Cardiomyopathy due to diphtheria,SNOMED,cardiomyopathy
36712757,1.09E+14,Cardiomyopathy due to hypertension,SNOMED,cardiomyopathy
42872390,1.11E+11,Nonischemic congestive cardiomyopathy,SNOMED,cardiomyopathy
4006792,11104006,Dilated cardiomyopathy due to phytanic acid storage disease,SNOMED,cardiomyopathy
4006292,111285003,Dilated cardiomyopathy due to metabolic disorder,SNOMED,cardiomyopathy
605666,1137377003,Thyrotoxic cardiomyopathy,SNOMED,cardiomyopathy
600654,1149109001,Dilated cardiomyopathy due to electrolyte imbalance,SNOMED,cardiomyopathy
607464,1153452008,Dilated cardiomyopathy due to parasitic myocarditis,SNOMED,cardiomyopathy
3656667,1.20E+14,Cardiomyopathy due to disease caused by Severe acute respiratory syndrome coronavirus 2,SNOMED,cardiomyopathy
4129399,12563008,Dilated cardiomyopathy secondary to radiation,SNOMED,cardiomyopathy
3569133,1.32E+15,Cardiomyopathy caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),SNOMED,cardiomyopathy
40321176,15471000,Primary hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
40323915,155351008,Cardiomyopathy (& [congest. obst.] or [hyper. obst.]) or endomyocardial fibrosis,SNOMED,cardiomyopathy
40323917,155353006,Cardiomyopathy NOS,SNOMED,cardiomyopathy
4048268,15544002,Restrictive cardiomyopathy secondary to infiltrations,SNOMED,cardiomyopathy
36712927,1.56E+16,Congestive heart failure stage C due to ischemic cardiomyopathy,SNOMED,cardiomyopathy
35615148,1.62E+16,Cardiomyopathy caused by drug,SNOMED,cardiomyopathy
4037495,16253001,Dilated peripartum cardiomyopathy,SNOMED,cardiomyopathy
40377124,186812009,Chagas' disease cardiomyopathy,SNOMED,cardiomyopathy
40392034,193232009,Benign scapuloperoneal muscular dystrophy with cardiomyopathy,SNOMED,cardiomyopathy
40392036,193234005,Cardiomyopathy in Duchenne muscular dystrophy,SNOMED,cardiomyopathy
40399390,195015003,Restrictive cardiomyopathy with endomyocardial fibrosis,SNOMED,cardiomyopathy
40399391,195016002,(Becker's disease) or (obscure African cardiomyopathy),SNOMED,cardiomyopathy
40399393,195018001,(Congestive obstructive) or (congestive cardiomyopathy),SNOMED,cardiomyopathy
40399394,195019009,Familial cardiomyopathy,SNOMED,cardiomyopathy
4108236,195020003,Hypertrophic cardiomyopathy without obstruction,SNOMED,cardiomyopathy
4108822,195021004,Primary dilated cardiomyopathy,SNOMED,cardiomyopathy
4111568,195022006,Other primary cardiomyopathy NOS,SNOMED,cardiomyopathy
4108237,195027000,Cardiomyopathy due to mucopolysaccharidosis,SNOMED,cardiomyopathy
40399404,195028005,(Heart: [fatty infiltration] or [fatty degeneration]) or (nutritional and metabolic cardiomyopathy NOS),SNOMED,cardiomyopathy
320746,195029002,Cardiomyopathy associated with another disorder,SNOMED,cardiomyopathy
4111569,195030007,Cardiomyopathy in Friedreich's ataxia,SNOMED,cardiomyopathy
4108238,195031006,Cardiomyopathy in myotonic dystrophy,SNOMED,cardiomyopathy
4108239,195032004,Dystrophic cardiomyopathy,SNOMED,cardiomyopathy
4108823,195034003,"Cardiomyopathy in diseases EC, NOS",SNOMED,cardiomyopathy
40392212,195035002,Secondary cardiomyopathy: [dilated] or [NOS],SNOMED,cardiomyopathy
4108824,195036001,Cardiomyopathy due to drugs and other external agents,SNOMED,cardiomyopathy
4111542,195037005,Cardiomyopathy NOS,SNOMED,cardiomyopathy
4023964,1954004,Dilated cardiomyopathy secondary to toxic reaction,SNOMED,cardiomyopathy
40394149,195574002,[X]Other hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
40394150,195575001,[X]Other restrictive cardiomyopathy,SNOMED,cardiomyopathy
40394152,195577009,[X]Cardiomyopathy in infectious and parasitic diseases classified elsewhere,SNOMED,cardiomyopathy
40394153,195578004,[X]Cardiomyopathy in metabolic diseases classified elsewhere,SNOMED,cardiomyopathy
40394154,195579007,[X]Cardiomyopathy in nutritional diseases classified elsewhere,SNOMED,cardiomyopathy
40394155,195580005,[X]Cardiomyopathy in other diseases classified elsewhere,SNOMED,cardiomyopathy
40395701,199277001,Cardiomyopathy in the puerperium,SNOMED,cardiomyopathy
40395393,20072003,Idiopathic cardiomyopathy,SNOMED,cardiomyopathy
4068262,2024009,Dilated cardiomyopathy secondary to metazoal myocarditis,SNOMED,cardiomyopathy
45757557,2.05E+14,Cardiomyopathy due to viral infection,SNOMED,cardiomyopathy
4071896,20529002,Secondary dilated cardiomyopathy,SNOMED,cardiomyopathy
4060405,21430002,Dilated cardiomyopathy due to rheumatoid arthritis,SNOMED,cardiomyopathy
40418424,2180001,Dilated cardiomyopathy secondary to connective tissue disorder,SNOMED,cardiomyopathy
4124692,233871002,Congestive obstructive cardiomyopathy,SNOMED,cardiomyopathy
4124693,233873004,Hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
40429300,233874005,Secondary dilated cardiomyopathy,SNOMED,cardiomyopathy
4121474,233875006,Post-myocarditic cardiomyopathy,SNOMED,cardiomyopathy
4119592,233877003,Restrictive cardiomyopathy without endomyocardial fibrosis,SNOMED,cardiomyopathy
4119959,233878008,Familial restrictive cardiomyopathy,SNOMED,cardiomyopathy
4345564,240072005,Benign scapuloperoneal muscular dystrophy with cardiomyopathy,SNOMED,cardiomyopathy
4345565,240077004,Severe scapuloperoneal muscular dystrophy with cardiomyopathy,SNOMED,cardiomyopathy
4076799,24584003,Restrictive cardiomyopathy secondary to malignancy,SNOMED,cardiomyopathy
314967,266242007,Obscure African cardiomyopathy,SNOMED,cardiomyopathy
4141490,266243002,Nutritional and metabolic cardiomyopathy NOS,SNOMED,cardiomyopathy
4143970,266244008,Secondary cardiomyopathy NOS,SNOMED,cardiomyopathy
40345192,266301006,Cardiomyopathy (& [congest. obst.] or [hyper. obst.]) or endomyocardial fibrosis,SNOMED,cardiomyopathy
4097992,27097002,Danish type familial amyloid cardiomyopathy,SNOMED,cardiomyopathy
4094188,281170005,Arrhythmogenic right ventricular cardiomyopathy,SNOMED,cardiomyopathy
4101863,2816000,Dilated cardiomyopathy due to myotonic dystrophy,SNOMED,cardiomyopathy
4103513,28869005,Dilated cardiomyopathy due to muscular dystrophy,SNOMED,cardiomyopathy
4104823,29201009,Dilated cardiomyopathy secondary to sensitivity,SNOMED,cardiomyopathy
40503313,30293000,Obscure cardiomyopathy of Africa,SNOMED,cardiomyopathy
4147982,30496006,Dilated cardiomyopathy due to viral myocarditis,SNOMED,cardiomyopathy
4149725,30884007,Restrictive cardiomyopathy secondary to familial storage disease,SNOMED,cardiomyopathy
4154093,315608004,Cardiomyopathy in Duchenne muscular dystrophy,SNOMED,cardiomyopathy
4139754,33006007,Restrictive cardiomyopathy secondary to endocardial fibroelastosis,SNOMED,cardiomyopathy
4141588,33258008,Primary eosinophilic endomyocardial restrictive cardiomyopathy,SNOMED,cardiomyopathy
4142185,34342000,Dilated cardiomyopathy secondary to deficiency,SNOMED,cardiomyopathy
4147604,35719004,Dilated cardiomyopathy due to systemic sclerosis,SNOMED,cardiomyopathy
4261970,35728003,Familial cardiomyopathy,SNOMED,cardiomyopathy
4269448,36471000,Dilated cardiomyopathy due to systemic lupus erythematosus,SNOMED,cardiomyopathy
40565497,389995008,Congestive cardiomyopathy,SNOMED,cardiomyopathy
40565498,389996009,Restrictive cardiomyopathy,SNOMED,cardiomyopathy
40565499,389997000,Familial cardiomyopathy,SNOMED,cardiomyopathy
40565500,389998005,Hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
40565501,389999002,Hypertrophic obstructive cardiomyopathy,SNOMED,cardiomyopathy
4191606,39041004,Restrictive cardiomyopathy secondary to sarcoidosis,SNOMED,cardiomyopathy
4215284,39693003,Dilated cardiomyopathy due to granuloma,SNOMED,cardiomyopathy
4162674,398754006,Restrictive cardiomyopathy with endomyocardial fibrosis,SNOMED,cardiomyopathy
4163710,399020009,Dilated cardiomyopathy,SNOMED,cardiomyopathy
4225077,40532006,Dilated cardiomyopathy due to protozoan myocarditis,SNOMED,cardiomyopathy
4185450,413994008,Dilated cardiomyopathy with connective tissue disorder,SNOMED,cardiomyopathy
4189147,413995009,Dilated cardiomyopathy due to taurine deficiency,SNOMED,cardiomyopathy
4190773,415295002,Restrictive cardiomyopathy,SNOMED,cardiomyopathy
4217551,415509000,Secondary restrictive cardiomyopathy,SNOMED,cardiomyopathy
44796120,4.19E+14,[X]Other restrictive cardiomyopathy,SNOMED,cardiomyopathy
4223017,41964001,Hypertrophic cardiomyopathy secondary to neuromuscular disorder,SNOMED,cardiomyopathy
4172641,42099002,Primary endomyocardial fibrosis restrictive cardiomyopathy,SNOMED,cardiomyopathy
4144463,426300009,Tachycardia-induced cardiomyopathy,SNOMED,cardiomyopathy
4145696,426856002,Ischemic congestive cardiomyopathy,SNOMED,cardiomyopathy
40479589,441541008,Takotsubo cardiomyopathy,SNOMED,cardiomyopathy
44798302,4.43E+14,[X]Cardiomyopathy in metabolic diseases classified elsewhere,SNOMED,cardiomyopathy
44798333,4.44E+14,[X]Other hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
40483296,445336009,Hypertrophic cardiomyopathy associated with another disorder,SNOMED,cardiomyopathy
4258681,44630002,Dilated cardiomyopathy due to fungal myocarditis,SNOMED,cardiomyopathy
40487104,447934002,Right ventricular myocardial noncompaction cardiomyopathy,SNOMED,cardiomyopathy
40487105,447935001,Left ventricular myocardial noncompaction cardiomyopathy,SNOMED,cardiomyopathy
316428,45227007,Hypertrophic obstructive cardiomyopathy,SNOMED,cardiomyopathy
43021299,460500001,Histiocytoid mitochondrial cardiomyopathy due to cytochrome aa3 deficiency,SNOMED,cardiomyopathy
44800404,4.65E+14,[X]Cardiomyopathy in other diseases classified elsewhere,SNOMED,cardiomyopathy
44800818,4.66E+14,[X]Cardiomyopathy in infectious and parasitic diseases classified elsewhere,SNOMED,cardiomyopathy
4262911,46696008,Dilated cardiomyopathy due to dermatomyositis,SNOMED,cardiomyopathy
43020652,471841009,Inflammatory cardiomyopathy,SNOMED,cardiomyopathy
43021902,471846004,Cardiomyopathy due to neuromuscular disorder,SNOMED,cardiomyopathy
43020654,471858004,Valvular cardiomyopathy,SNOMED,cardiomyopathy
43020656,471870000,Pacing-induced cardiomyopathy,SNOMED,cardiomyopathy
43021903,471875005,Ventricular myocardial noncompaction cardiomyopathy,SNOMED,cardiomyopathy
43020658,471885006,Hypertrophic cardiomyopathy with genetic marker,SNOMED,cardiomyopathy
43020659,471890009,Dilated cardiomyopathy with genetic marker,SNOMED,cardiomyopathy
43020660,472100003,Ischemic dilated cardiomyopathy due to coronary artery disease,SNOMED,cardiomyopathy
43020666,472315005,Mitochondrial cardiomyopathy,SNOMED,cardiomyopathy
43021905,472316006,Hypertrophic mitochondrial cardiomyopathy,SNOMED,cardiomyopathy
43020667,472317002,Histiocytoid mitochondrial cardiomyopathy,SNOMED,cardiomyopathy
43020668,472318007,Hypertrophic mitochondrial cardiomyopathy associated with cataracts and lactic acidosis,SNOMED,cardiomyopathy
43020669,472319004,Fatal infantile mitochondrial cardiomyopathy,SNOMED,cardiomyopathy
43021906,472320005,Maternally inherited mitochondrial cardiomyopathy and myopathy,SNOMED,cardiomyopathy
43020781,472323007,Fetal cardiomyopathy,SNOMED,cardiomyopathy
43020782,472324001,Fetal hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
43020783,472325000,Fetal hypertrophic cardiomyopathy due to twin to twin transfusion syndrome,SNOMED,cardiomyopathy
43020784,472326004,Fetal hypertrophic cardiomyopathy associated with renal disease,SNOMED,cardiomyopathy
43020785,472327008,Fetal dilated cardiomyopathy,SNOMED,cardiomyopathy
4177187,50270004,Dilated cardiomyopathy due to Friedreich's ataxia,SNOMED,cardiomyopathy
4177188,50275009,Cobalt cardiomyopathy,SNOMED,cardiomyopathy
4178584,52029003,Primary familial dilated cardiomyopathy,SNOMED,cardiomyopathy
4203149,53043001,Primary idiopathic dilated cardiomyopathy,SNOMED,cardiomyopathy
4205593,53322007,Hypertrophic cardiomyopathy secondary to Friedreich's ataxia,SNOMED,cardiomyopathy
4204856,53703001,Primary eosinophilic endomyocardial cardiomyopathy,SNOMED,cardiomyopathy
4185379,54830008,Dilated cardiomyopathy due to bacterial myocarditis,SNOMED,cardiomyopathy
4211517,56941009,Restrictive cardiomyopathy secondary to hemochromatosis,SNOMED,cardiomyopathy
4240233,58629009,Dilated cardiomyopathy secondary to amyloidosis,SNOMED,cardiomyopathy
4243983,58911001,Dilated cardiomyopathy secondary to glycogen storage disease,SNOMED,cardiomyopathy
4247261,6022005,Dilated cardiomyopathy due to sarcoidosis,SNOMED,cardiomyopathy
4245506,60514000,Dilated cardiomyopathy due to familial storage disease,SNOMED,cardiomyopathy
3536530,6.22E+14,Other primary cardiomyopathy NOS,SNOMED,cardiomyopathy
312383,62377009,Postpartum cardiomyopathy,SNOMED,cardiomyopathy
4270625,63183009,Primary idiopathic hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
3573369,6.40E+14,"Cardiomyopathy in diseases EC, NOS",SNOMED,cardiomyopathy
4274635,64041007,Primary idiopathic restrictive cardiomyopathy,SNOMED,cardiomyopathy
4273369,64615000,Restrictive cardiomyopathy secondary to glycogen storage disease,SNOMED,cardiomyopathy
4273401,64749001,Dilated cardiomyopathy due to infiltration,SNOMED,cardiomyopathy
3540607,6.82E+14,Secondary cardiomyopathy NOS,SNOMED,cardiomyopathy
3540700,6.83E+14,Nutritional and metabolic cardiomyopathy NOS,SNOMED,cardiomyopathy
315560,68602002,Primary endomyocardial fibrosis cardiomyopathy,SNOMED,cardiomyopathy
4288868,69609002,Nonobstructive cardiomyopathy,SNOMED,cardiomyopathy
44783568,699668009,Secondary nonischemic congestive cardiomyopathy,SNOMED,cardiomyopathy
44784145,700065003,Primary hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
45765411,702343002,Early onset myopathy with fatal cardiomyopathy,SNOMED,cardiomyopathy
45765475,702424003,Dilated cardiomyopathy 3B,SNOMED,cardiomyopathy
45771323,703259006,Mitral valve regurgitation due to cardiomyopathy,SNOMED,cardiomyopathy
45766167,703275009,Heart failure with reduced ejection fraction due to cardiomyopathy,SNOMED,cardiomyopathy
45766963,704241002,Fetal hypertrophic cardiomyopathy due to maternal diabetes mellitus,SNOMED,cardiomyopathy
37017276,713523008,Cardiomyopathy co-occurrent with human immunodeficiency virus infection,SNOMED,cardiomyopathy
37396000,715655000,Transthyretin related familial amyloid cardiomyopathy,SNOMED,cardiomyopathy
36713473,717812000,"Congenital cataract, hypertrophic cardiomyopathy, mitochondrial myopathy syndrome",SNOMED,cardiomyopathy
36713480,717821004,Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency,SNOMED,cardiomyopathy
36713761,718713000,Hypertrophic cardiomyopathy with hypotonia and lactic acidosis syndrome,SNOMED,cardiomyopathy
36714157,719272007,Progressive sensorineural hearing loss and hypertrophic cardiomyopathy syndrome,SNOMED,cardiomyopathy
36714240,719380003,Microcephalus cardiomyopathy syndrome,SNOMED,cardiomyopathy
36717720,719451006,Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome,SNOMED,cardiomyopathy
36714549,719835006,Wooly hair and palmoplantar keratoderma with dilated cardiomyopathy syndrome,SNOMED,cardiomyopathy
36717761,719839000,Tubular renal disease with cardiomyopathy syndrome,SNOMED,cardiomyopathy
36715121,720609003,Cardiomyopathy with cataract and hip spine disease syndrome,SNOMED,cardiomyopathy
36715122,720610008,Cardiomyopathy and renal anomaly syndrome,SNOMED,cardiomyopathy
37109990,723993005,Sensorineural deafness with dilated cardiomyopathy syndrome,SNOMED,cardiomyopathy
37119055,724173009,Maternally inherited cardiomyopathy and hearing loss syndrome,SNOMED,cardiomyopathy
37110890,725416005,Cirrhotic cardiomyopathy,SNOMED,cardiomyopathy
4218771,72972005,Dilated cardiomyopathy secondary to drug,SNOMED,cardiomyopathy
4251051,74249003,Dilated cardiomyopathy due to malignancy,SNOMED,cardiomyopathy
40630568,74368002,Congestive cardiomyopathy,SNOMED,cardiomyopathy
3521297,7.50E+14,Takotsubo cardiomyopathy,SNOMED,cardiomyopathy
35621979,763280005,"Encephalopathy, hypertrophic cardiomyopathy, renal tubular disease syndrome",SNOMED,cardiomyopathy
3543722,7.66E+14,Tachycardiomyopathy,SNOMED,cardiomyopathy
35624231,766883006,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,SNOMED,cardiomyopathy
4297316,76931005,Restrictive cardiomyopathy secondary to granulomas,SNOMED,cardiomyopathy
36675150,771478008,Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency,SNOMED,cardiomyopathy
36675174,771509001,Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation,SNOMED,cardiomyopathy
36675178,771513008,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,SNOMED,cardiomyopathy
37312019,788878000,Diabetic cardiomyopathy,SNOMED,cardiomyopathy
37312596,789037005,Rheumatic cardiomyopathy,SNOMED,cardiomyopathy
4195417,79152002,Dilated cardiomyopathy due to neuromuscular disorder,SNOMED,cardiomyopathy
4197087,79754008,Restrictive cardiomyopathy secondary to amyloidosis,SNOMED,cardiomyopathy
4219376,8209004,Dilated cardiomyopathy due to hemochromatosis,SNOMED,cardiomyopathy
318773,83521008,Dilated cardiomyopathy secondary to alcohol,SNOMED,cardiomyopathy
4222765,83978005,Primary familial hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
44807892,8.47E+14,Amyloid cardiomyopathy,SNOMED,cardiomyopathy
4225117,84725008,Restrictive cardiomyopathy due to mucopolysaccharidosis,SNOMED,cardiomyopathy
4224935,84733009,Dilated cardiomyopathy due to nutritional deficiency,SNOMED,cardiomyopathy
321319,85898001,Cardiomyopathy,SNOMED,cardiomyopathy
3655302,860837007,Cardiomyopathy due to connective tissue disease,SNOMED,cardiomyopathy
3655303,860839005,Cardiomyopathy due to storage disease,SNOMED,cardiomyopathy
4313305,86194008,Dilated cardiomyopathy due to infectious disease,SNOMED,cardiomyopathy
4314400,86995005,Dilated cardiomyopathy due to mucopolysaccharidosis,SNOMED,cardiomyopathy
3656112,871638006,Hypertrophic cardiomyopathy due to glycogen storage disease,SNOMED,cardiomyopathy
3656113,871639003,Dilated cardiomyopathy due to mitochondrial disease,SNOMED,cardiomyopathy
3656119,871646007,Infiltrative cardiomyopathy,SNOMED,cardiomyopathy
3656122,871649000,Hypertrophic cardiomyopathy due to lysosomal disease,SNOMED,cardiomyopathy
618981,880014009,Dilated cardiomyopathy due to carnitine deficiency,SNOMED,cardiomyopathy
618983,880038008,Dilated cardiomyopathy due to lysosomal storage disease,SNOMED,cardiomyopathy
618985,880040003,Arrhythmogenic left ventricular cardiomyopathy,SNOMED,cardiomyopathy
618987,880042006,Dilated cardiomyopathy caused by anthracycline,SNOMED,cardiomyopathy
619074,890119003,Hypertrophic cardiomyopathy due to Friedreich ataxia,SNOMED,cardiomyopathy
619075,890120009,Hypertrophic cardiomyopathy due to neuromuscular disorder,SNOMED,cardiomyopathy
619076,890121008,Hypertrophic cardiomyopathy due to hyperthyroidism,SNOMED,cardiomyopathy
619077,890122001,Hypertrophic cardiomyopathy due to disorder,SNOMED,cardiomyopathy
4232495,89461002,Primary cardiomyopathy,SNOMED,cardiomyopathy
315833,89600009,Secondary cardiomyopathy,SNOMED,cardiomyopathy
4234537,90202001,Dilated cardiomyopathy secondary to electrolyte deficiency,SNOMED,cardiomyopathy
4236332,90828009,Primary restrictive cardiomyopathy,SNOMED,cardiomyopathy
4240306,91604001,Dilated cardiomyopathy due to polyarteritis nodosa,SNOMED,cardiomyopathy
4243111,92518001,Canine dilated cardiomyopathy,SNOMED,cardiomyopathy
4243736,92519009,Canine hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
4243737,92520003,Canine intergrade cardiomyopathy,SNOMED,cardiomyopathy
4243112,92521004,Canine restrictive cardiomyopathy,SNOMED,cardiomyopathy
4246660,93453004,Feline dilated cardiomyopathy,SNOMED,cardiomyopathy
4247077,93454005,Feline hypertrophic cardiomyopathy,SNOMED,cardiomyopathy
4244347,93455006,Feline intergrade cardiomyopathy,SNOMED,cardiomyopathy
4244348,93456007,Feline restrictive cardiomyopathy,SNOMED,cardiomyopathy
4246673,93558006,Hypertrophic cardiomyopathy secondary to hyperthyroidism,SNOMED,cardiomyopathy
45591465,I43.0,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,ICD10,cardiomyopathy
45572090,I43.1,Cardiomyopathy in metabolic diseases,ICD10,cardiomyopathy
45552791,I43.2,Cardiomyopathy in nutritional diseases,ICD10,cardiomyopathy
45605797,I43.8,Cardiomyopathy in other diseases classified elsewhere,ICD10,cardiomyopathy
44833568,425,Cardiomyopathy,ICD9CM,cardiomyopathy
44832379,425.1,Hypertrophic cardiomyopathy,ICD9CM,cardiomyopathy
44828979,425.11,Hypertrophic obstructive cardiomyopathy,ICD9CM,cardiomyopathy
44835938,425.18,Other hypertrophic cardiomyopathy,ICD9CM,cardiomyopathy
44833569,425.2,Obscure cardiomyopathy of Africa,ICD9CM,cardiomyopathy
44821955,425.5,Alcoholic cardiomyopathy,ICD9CM,cardiomyopathy
44835939,425.7,Nutritional and metabolic cardiomyopathy,ICD9CM,cardiomyopathy
44819710,425.8,Cardiomyopathy in other diseases classified elsewhere,ICD9CM,cardiomyopathy
44823116,425.9,"Secondary cardiomyopathy, unspecified",ICD9CM,cardiomyopathy
44822154,674.5,Peripartum cardiomyopathy,ICD9CM,cardiomyopathy
44836139,674.51,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition",ICD9CM,cardiomyopathy
44819925,674.52,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition",ICD9CM,cardiomyopathy
44832588,674.53,"Peripartum cardiomyopathy, antepartum condition or complication",ICD9CM,cardiomyopathy
44825640,674.54,"Peripartum cardiomyopathy, postpartum condition or complication",ICD9CM,cardiomyopathy
1569168,I46,Cardiac arrest,ICD10CM,cardiac_arrest
45572091,I46.2,Cardiac arrest due to underlying cardiac condition,ICD10CM,cardiac_arrest
45538383,I46.8,Cardiac arrest due to other underlying condition,ICD10CM,cardiac_arrest
35207779,I46.9,"Cardiac arrest, cause unspecified",ICD10CM,cardiac_arrest
45557611,I97.121,Postprocedural cardiac arrest following other surgery,ICD10CM,cardiac_arrest
45562426,I97.711,Intraoperative cardiac arrest during other surgery,ICD10CM,cardiac_arrest
45563037,O03.36,Cardiac arrest following incomplete spontaneous abortion,ICD10CM,cardiac_arrest
45587266,O03.86,Cardiac arrest following complete or unspecified spontaneous abortion,ICD10CM,cardiac_arrest
45606530,O04.86,Cardiac arrest following (induced) termination of pregnancy,ICD10CM,cardiac_arrest
45534161,O07.36,Cardiac arrest following failed attempted termination of pregnancy,ICD10CM,cardiac_arrest
45563042,O08.81,Cardiac arrest following an ectopic and molar pregnancy,ICD10CM,cardiac_arrest
45556867,Z86.74,Personal history of sudden cardiac arrest,ICD10CM,cardiac_arrest
35211392,R57.0,Cardiogenic shock,ICD10CM,cardiogenic_shock
19324,T81.11,Postprocedural cardiogenic shock,ICD10CM,cardiogenic_shock
45594886,T81.11XA,"Postprocedural cardiogenic shock, initial encounter",ICD10CM,cardiogenic_shock
45551473,T81.11XD,"Postprocedural cardiogenic shock, subsequent encounter",ICD10CM,cardiogenic_shock
45541805,T81.11XS,"Postprocedural cardiogenic shock, sequela",ICD10CM,cardiogenic_shock
3656846,3.29E+14,Cardiogenic shock following procedure,SNOMED,cardiogenic_shock
37109913,723861001,Cardiogenic shock unrelated to mechanical complications as current complication following acute myocardial infarction,SNOMED,cardiogenic_shock
1569147,I26,Pulmonary embolism,ICD10CM,pulmonary_embolism
1569148,I26.0,Pulmonary embolism with acute cor pulmonale,ICD10CM,pulmonary_embolism
